Reviews,polarity,subjectivity,label
also have the same issuecanhear the other person without headphones which very inconvenient pls fix this thank you,-0.3016666666666667,0.5,negative
would nice you could change your meeting without having upgrade,0.6,1.0,positive
the sound qaulity,0.4,0.4,positive
how dorecord zoom app using samsung galaxy phone,0.0,0.0,neutral
never lets when sent invite joinmeeting the app never downloads,0.0,0.0,neutral
fair,0.7,0.9,positive
canhear the other person,-0.125,0.375,negative
think itsgood for metting the live,0.13636363636363635,0.5,positive
mayknow whycannot initiates chat callshaave downloaded the apps and log using sso but seem like doesnnot working,0.0,0.0,neutral
after android update pixel zoom will longer play sound plantronics plt fit via bluetooth zoom working withusb headset the android app the google play store should play nice withgoogle branded product bluetooth headset very loud other apps soknow the issue not the headset there seem only two modes the android app when the plt fit connected via bluetooth one shows the bluetooth icon but plays through the phone speakers the second plays sound through the external speaker appears that the bluetooth icon mislabeled should there not three modes external speaker regular speaker and bluetooth speaker,0.18374999999999997,0.43766025641025635,positive
had reinstall,0.0,0.0,neutral
why share your screen option missing ftom the update please rectify the issues,-0.2,0.05,negative
after updating android incoming calls longer ring not much good forphone system,-0.35,0.6000000000000001,negative
loud speaker not working oneplus from latest update please fix asap,0.3,0.8500000000000001,positive
great havemeeting with multiple people but find the audio quality lacking quite choppy,0.20000000000000004,0.31666666666666665,positive
just started using its okay,0.5,0.5,positive
not too bad,-0.6999999999999998,0.6666666666666666,negative
decent app definitely useful when you have some down time only thing wonlet uploadprofile pictureve tried multiple times but all tells the connection failed and try again later hope this will get fixed the near future other than that ita pretty app,0.011342592592592593,0.362962962962963,positive
the app works well but the android version has less options then every other platform ios mac linuxuse this app collaborate with team butcan see only people per screen have scroll through whereas they can see every other platform seems also have virtual backgrounds which missing the android version,-0.12333333333333334,0.37333333333333335,negative
cannot share screen android,0.0,0.0,neutral
video and audio quality becomes poor,-0.4,0.6,negative
fine call,0.4166666666666667,0.5,positive
great apps,0.8,0.75,positive
its always slow and lagging,-0.30000000000000004,0.39999999999999997,negative
hello,0.0,0.0,neutral
the app seem cool but you guys need work quote message and the connection issue,0.35,0.65,positive
but stays background with way exit,0.0,0.0,neutral
ifacing issue unexpected error code,0.1,1.0,positive
good convesation,0.7,0.6000000000000001,positive
for mobile use current version good desktop old version was much better then new version,0.28727272727272724,0.43090909090909085,positive
love this app all its forms desktoppad and android what suffers from the most the android platform battery lifewill hour meeting and loose least powerve been meetings that lasted longer and had leave the meeting abruptly due phone dying,-0.016987179487179482,0.47403846153846146,negative
high quality conferencing but the app design unintuitive tonew user really hard use which isshame given how great zoom meetings are,0.22277777777777777,0.6105555555555555,positive
interesting,0.5,0.5,positive
nice app,0.6,1.0,positive
there any way playmp file during meeting,0.0,0.0,neutral
love this desktop asam able record audio video meetings although mobile app asked permission recorddonsee anywhere wherecan start stop view recordings that are made help,0.5,0.6125,positive
why your app accessing camera the background seamsbit weird,-0.5,1.0,negative
zoom still have issues with low audio levels our conferences from mac tablets and some mac notebooks and all ones still having overdriven mic with bluetooth earbuds which usepopular audio chip zoom your app irreplaceable and has done great things forlot people please polish the functionality the linux version and fix issues with super low overdriven audio there seem hardware issues automatic gain control issues many devices,0.32666666666666666,0.5033333333333333,positive
think its just that the dated could use upgrade,0.0,0.0,neutral
doesnhave record option,0.0,0.0,neutral
okay,0.5,0.5,positive
not working while some apps use screen overlay,0.0,0.0,neutral
after updating android marshmallow zoom doesnrun anymore can you help this zenfone android,0.0,0.0,neutral
love this app and use alot but does not have the feature upgrade,0.5,0.6,positive
pro please helpwould love able zoom longer then minutes,0.5,0.6125,positive
the app good needs show more callers the same screen the same time,0.3,0.3375,positive
volume and havinghard adjusting,0.0,0.0,neutral
aight,0.0,0.0,neutral
keep disconnecting,0.0,0.0,neutral
cut off and sometimescanconnect,0.0,0.0,neutral
gusta nick por defecto que tiene app momento hacer join lastima que puedo subir captura pantalla muy buena app,0.0,0.0,neutral
speed,0.0,0.0,neutral
audio and video canbe good transmission due bandwidth problem audio should kept good condition esp inmeeting circumstance,0.425,0.525,positive
size this app much,0.2,0.2,positive
thnx,0.0,0.0,neutral
not working uae anymore,0.0,0.0,neutral
heats the device crazily,-0.6,0.9,negative
app continues restart and drains battery uninstalling,0.0,0.0,neutral
does the purpose was created perform,0.0,0.0,neutral
good innovation,0.7,0.6000000000000001,positive
the app keep closing and launching itselfwas not able attend one the meetings annoying,-0.525,0.7625,negative
not bad,0.3499999999999999,0.6666666666666666,positive
even thoughallowed access everything zoom wanted access tothought odd that whenjoinedmeeting both video and audio were off default nexus the app does not seem intuitive perhaps behaves differently other phones the biggest problemhad was losing audio when someone called whilewas attendingvideo meetinghad leave the meeting and join order get audio back,-0.09722222222222221,0.20833333333333334,negative
use this app all the time depending your internet connection you can havemeeting without problems ormess ofmeeting best meeting onstable fast speed internet connection the biggest problem with this app the fact that you cannot use your computer for other things such using different webrowsers opening other documents the same time itrunning because will freeze your screen and make your meetingliving hell then you look incompetent please fix this,0.075,0.40520833333333334,positive
