Reviews,polarity,subjectivity,label
the android version of this app is terrible when creating meeting it is not possible to sync to your outlook calendar have seen screenshots and articles showing that you can do it on ios app when create meeting it doesn add to my outlook calendar have to do that manually and that annoying the video quality is good as is the audio quality but the connectivity to third party apps is bad please fix this to make it on par with your ios app ,-0.3,0.6944444444444445,negative
meeting was freezing and coming in and out,0.0,0.0,neutral
app keeps crashing closes suddenly repeatedly throughout 20 minute call without notice this happens while hooked up to an ultra strong wifi this does not happen on the web version just the mobile app please contact me with any advisement ,0.21666666666666665,0.6166666666666667,negative
for some reason the app keeps kicking me off of the call ve been on for the last couple of days like every couple of minutes no issues when access the same call on different device though ,0.0,0.2638888888888889,neutral
zoom notification won go away unless restart my phone constantly says m in meeting even though it clearly ended,0.05000000000000001,0.3583333333333333,negative
too confusing can figure it out ,-0.3,0.4,negative
zoom crowd meeting,0.0,0.0,neutral
how do watch recording from link using the app,0.0,0.0,neutral
i can hear audio ,0.0,0.0,neutral
is this available india location,0.4,0.4,negative
it doesn work properly in sudan,0.0,0.1,neutral
the audio doesn work properly ,0.0,0.1,neutral
ihave already installed in my phone but couldnt able to install in my pc,0.5,0.625,negative
i can hear audio reinstalled app and did all the troubleshoots m in class where need this app once week and it would be nice to hear what being said headphones don do anything,0.6,1.0,positive
okay so we are on day 2 of our meetings theres only 3 of us in the meeting keep getting dropped have to rejoin the meeting like every few minutes the sound was echoing computerish help,0.175,0.5,negative
share screen refuses to share video or sound in the mobile app there are no options to optimize sound and video in the mobile app basically the mobile app sucks ,0.16666666666666666,0.3666666666666667,negative
wo,0.0,0.0,neutral
sound stopped on both aps phone and computer,0.4,0.4,negative
good communication experience but ui ux is truly horrible,-0.15000000000000002,0.8,negative
i would like to give 5 star when you add india country in zoom app ,0.0,0.0,neutral
please update the app as it consumes 29 of my phone battery,0.0,0.0,neutral
wont open or let me download ve used it before ,0.0,0.5,neutral
the latest app version keeps on crashing please fix,0.5,0.9,negative
it is becoming more unusable when on zoom call it still allows your mobile phone to ring over the top of the zoom call must be the only person who uses the zoom phone on the phone looking at ring central it getting more unusable the best is now if you are on zoom call and another soon call comes in forget about the app is so stupid it doesn know your on call and it runs anyways louder than hell now m deaf ,0.26875000000000004,0.6125,negative
problem downloading the app,0.0,0.0,neutral
not soo good voice was disconnecting between program and also disconnect itself after some time then it again reconnect between the program,0.7,0.6000000000000001,positive
ui outdated emojis not showing when sent from desktop says just emoji notification doesn always pop needs more work feels on mobile like software in beta ,0.04999999999999996,0.5666666666666667,negative
just okay,0.5,0.5,negative
somwwhat works often buggy and annoying ,-0.8,0.9,negative
i am trying to download the app however if has been over an hour and it is not downloaded missed very pirrant meeting ,0.2,0.3,negative
not sure why there is no way to simply share meeting link you have to go through all this brouhaha to pull up the link just put meeting link so that it is easy to grab and copy what so hard about that concept ,-0.027083333333333334,0.6552579365079365,negative
i cant hear anything,0.0,0.0,neutral
when it my time to connect with my coach if click on join my phone automatically goes black can hear his voice can see any picture have same meeting in less than 30 miniutes need help,-0.1111111111111111,0.20833333333333334,negative
not to the mark,0.0,0.0,neutral
sometimes if open the app on my phone running android 9 and either call in or have the app call me am unable to mute or unmute myself the worst is when can mute myself even if mute myself in the zoom session and on my phone call ,-0.5,0.6666666666666666,negative
i also have the same issue can hear the other person without headphones which is very inconvenient pls fix this thank you,-0.3016666666666667,0.5,negative
it would be nice if you could change your meeting id without having to upgrade ,0.6,1.0,positive
the sound qaulity,0.4,0.4,negative
how do record on zoom app using samsung galaxy phone ,0.0,0.0,neutral
it never lets me in when im sent an invite to join meeting the app never downloads ,0.0,0.0,neutral
fair,0.7,0.9,positive
can hear the other person,-0.125,0.375,negative
i think its good for metting on the live,0.41818181818181815,0.55,negative
hi may know why cannot initiates chat or calls haave downloaded the apps and log in using sso but it seem like it doesn not working,0.0,0.0,neutral
after android 10 update on my pixel xl 3 zoom will no longer play sound on my plantronics plt fit via bluetooth zoom is working on my pc with usb headset the android app is on the google play store so it should play nice with google branded product my bluetooth headset is very loud on other apps so know the issue is not the headset there seem to be only two modes on the android app when the plt fit is connected via bluetooth one shows the bluetooth icon but plays through the phone speakers the second plays sound through the external speaker to me it appears that the bluetooth icon is mislabeled should there not be three modes external speaker regular speaker and bluetooth speaker ,0.18374999999999997,0.43766025641025635,negative
